Mois,Livrables conformes,Livrables dans la tolérance,Livrables non-conformes
Dec 2023,10,0,0
Dec 2023,0,0,0
Dec 2023,178,0,98
Dec 2023,140,0,0
Dec 2023,873,0,0
Dec 2023,35,0,0
Dec 2023,0,0,0
Dec 2023,8,0,0
Dec 2023,65,0,0
Dec 2023,427,0,1
Dec 2023,144,0,0
Dec 2023,13,0,0
Dec 2023,2,0,2
Dec 2023,0,0,0
Dec 2023,38,0,0
Dec 2023,10,0,0
Dec 2023,64,0,0
Dec 2023,9,0,0
Dec 2023,8,0,0
Dec 2023,141,0,0
Dec 2023,28,0,0
Dec 2023,18,0,0
Dec 2023,1250,0,0
Dec 2023,118,0,0
Dec 2023,98,0,0
Dec 2023,14,0,0
Dec 2023,861,0,0
Dec 2023,1,0,0
Dec 2023,5,0,1
Dec 2023,2711,0,21
Dec 2023,3228,0,0
Dec 2023,503,0,0
Dec 2023,971,0,0
Dec 2023,781,0,0
Dec 2023,321,0,0
Dec 2023,321,0,0
Dec 2023,378,0,0
Dec 2023,0,0,0
Dec 2023,36,0,0
Dec 2023,4,0,0
Dec 2023,1,0,0
Dec 2023,5,0,0
Dec 2023,3,0,0
Dec 2023,14,0,0
Dec 2023,1,0,0
Dec 2023,1,0,0
Dec 2023,11,0,0
Dec 2023,195,0,0
Dec 2023,5,0,0
Dec 2023,5,0,0
Dec 2023,3,0,0
Dec 2023,663,0,0
Dec 2023,411,0,0
Dec 2023,45,0,0
Dec 2023,81,0,0
Dec 2023,44,0,0
Dec 2023,167,0,0
Dec 2023,412,0,0
Dec 2023,370,0,0
Dec 2023,57,0,0
Dec 2023,11,0,0
Dec 2023,11,0,0
Dec 2023,114,0,0
Dec 2023,0,0,0
Dec 2023,85,0,0
Dec 2023,72,0,0
Dec 2023,139,0,0
Dec 2023,1015,0,0
Dec 2023,1564,0,154
Dec 2023,81,0,0
Dec 2023,273,0,0
Dec 2023,423,0,0
Dec 2023,341,0,0
Dec 2023,4,0,0
Dec 2023,2,0,0
Dec 2023,1,0,0
Dec 2023,1,0,0
Dec 2023,3,0,0
Dec 2023,9,0,0
Dec 2023,1,0,0
Dec 2023,61,0,0
Dec 2023,97,0,0
Dec 2023,1,0,0
Dec 2023,92,0,3
Dec 2023,247,0,3
Dec 2023,1,0,0
Dec 2023,3,0,0
Dec 2023,2206,0,0
Dec 2023,6,0,0
Dec 2023,10,0,0
Dec 2023,328,0,0
Dec 2023,0,0,1
Dec 2023,146,0,0
Dec 2023,280,0,0
Dec 2023,10,0,0
